ApplicantID,Age,AnnualIncome,EmploymentType,CreditScore,LoanAmount,LoanTermMonths,NumExistingLoans,HomeOwnership,MaritalStatus,LoanPurpose,DebtToIncomeRatio,LoanDefault
LN5561,55,50438.32,Unemployed,684.0,8204.64,60,2,Own,Married,Business,0.095,0
LN5562,43,49959.86,Unemployed,696.0,24627.18,12,2,Rent,Married,Medical,0.533,1
LN5563,49,52458.22,Self-Employed,616.0,19765.73,36,1,Mortgage,Married,Medical,0.38,1
LN5564,63,59054.58,Salaried,750.0,22030.48,24,1,Mortgage,Married,Business,0.312,0
LN5565,31,33023.24,Business Owner,552.0,14787.64,12,1,Rent,Single,Medical,0.453,1
LN5566,38,89084.18,Salaried,705.0,10993.54,12,0,Rent,Married,Home Improvement,0.148,0
LN5567,32,27981.8,Salaried,463.0,12836.69,12,1,Rent,Single,Debt Consolidation,0.552,0
LN5568,29,40093.38,Business Owner,711.0,17328.01,12,0,Mortgage,Married,Education,0.539,0
LN5569,30,63712.26,Salaried,553.0,4010.43,48,0,Mortgage,Single,Medical,0.052,0
LN5570,64,38002.32,Salaried,675.0,22556.08,36,2,Own,Single,Medical,0.631,0
LN5571,37,72313.46,Salaried,772.0,57280.51,24,3,Mortgage,Married,Home Improvement,0.676,0
LN5572,58,97531.73,Business Owner,724.0,17822.22,36,2,Own,Married,Education,0.165,0
LN5573,27,81330.23,Salaried,760.0,11287.42,60,2,Rent,Married,Home Improvement,0.173,0
LN5574,33,18619.08,Self-Employed,751.0,12127.84,60,1,Mortgage,Married,Education,0.683,0
LN5575,60,52204.47,Salaried,603.0,20425.21,48,0,Own,Married,Debt Consolidation,0.461,0
LN5576,62,81989.08,Business Owner,704.0,11441.78,48,0,Mortgage,Married,Medical,0.116,0
LN5577,29,25377.69,Business Owner,495.0,22498.53,24,3,Mortgage,Married,Debt Consolidation,0.894,1
LN5578,47,70389.92,Salaried,588.0,12034.29,24,2,Mortgage,Married,Education,0.194,0
LN5579,22,68441.21,Salaried,775.0,37365.76,36,1,Own,Married,Medical,0.473,0
LN5580,25,26741.05,Salaried,615.0,36752.36,36,0,Rent,Married,Home Improvement,1.323,1
LN5581,49,74392.94,Unemployed,482.0,10958.8,36,2,Mortgage,Divorced,Business,0.123,0
LN5582,57,56181.84,Self-Employed,831.0,12725.79,36,0,Own,Single,Home Improvement,0.255,0
LN5583,58,67859.24,Unemployed,701.0,13181.62,60,0,Own,Divorced,Business,0.25,0
LN5584,39,30237.67,Salaried,719.0,13288.05,48,0,Mortgage,Single,Home Improvement,0.533,0
LN5585,28,52842.34,Business Owner,562.0,7566.93,36,0,Own,Single,Education,0.184,0
LN5586,21,20901.18,Business Owner,676.0,6957.97,48,1,Own,Single,Debt Consolidation,0.407,0
LN5587,42,15701.39,Self-Employed,673.0,28278.43,24,2,Mortgage,Married,Business,1.48,0
LN5588,37,52596.99,Unemployed,576.0,25690.39,12,0,Rent,Single,Education,0.532,0
LN5589,27,84990.84,Salaried,635.0,25425.62,24,0,Own,Divorced,Debt Consolidation,0.317,0
LN5590,45,55629.47,Salaried,515.0,12815.02,36,1,Mortgage,Married,Debt Consolidation,0.231,0
LN5591,24,47490.12,Self-Employed,619.0,41573.04,12,0,Mortgage,Married,Medical,1.058,0
LN5592,56,44633.19,Self-Employed,738.0,13180.83,48,0,Own,Married,Medical,0.263,1
LN5593,26,30598.84,Self-Employed,583.0,22420.38,24,4,Mortgage,Divorced,Medical,0.607,0
LN5594,51,43873.67,Salaried,822.0,5807.04,36,1,Own,Married,Business,0.169,0
LN5595,39,60526.84,Salaried,521.0,11639.49,12,0,Own,Married,Business,0.154,0
LN5596,64,39434.21,Salaried,627.0,12167.3,24,0,Mortgage,Married,Debt Consolidation,0.398,0
LN5597,59,71345.78,Salaried,591.0,12844.97,48,0,Own,Married,Business,0.21,0
LN5598,47,54067.44,Self-Employed,634.0,6031.2,36,0,Own,Married,Debt Consolidation,0.108,0
LN5599,30,57439.63,Self-Employed,773.0,20380.39,60,0,Mortgage,Single,Education,0.408,0
LN5600,46,76445.35,Salaried,646.0,24764.49,60,1,Rent,Married,Home Improvement,0.392,1
LN5601,39,37670.11,Salaried,609.0,8549.98,24,2,Rent,Single,Debt Consolidation,0.209,0
LN5602,59,68165.26,Salaried,709.0,6711.62,24,1,Rent,Single,Debt Consolidation,0.117,0
LN5603,23,40407.13,Salaried,658.0,8422.27,48,0,Rent,Married,Education,0.251,0
LN5604,33,58090.49,Business Owner,666.0,17985.11,60,0,Rent,Divorced,Medical,0.286,0
LN5605,48,35493.84,Unemployed,563.0,9339.78,36,2,Rent,Divorced,Other,0.216,1
LN5606,40,31090.2,Salaried,644.0,12327.17,48,0,Rent,Married,Medical,0.358,0
LN5607,48,51324.96,Business Owner,752.0,7015.82,48,1,Mortgage,Married,Medical,0.123,0
LN5608,28,19099.17,Business Owner,505.0,43808.01,24,1,Own,Single,Debt Consolidation,1.48,1
LN5609,61,42271.41,Business Owner,587.0,13959.55,36,1,Rent,Married,Debt Consolidation,0.384,0
LN5610,59,21956.35,Salaried,487.0,26630.95,48,1,Rent,Single,Business,1.201,1
LN5611,21,72375.06,Unemployed,698.0,17959.99,36,2,Mortgage,Single,Business,0.308,0
LN5612,23,82872.23,Salaried,760.0,13028.21,12,6,Rent,Married,Home Improvement,0.146,0
LN5613,33,31825.54,Salaried,633.0,12629.65,24,4,Mortgage,Single,Home Improvement,0.407,0
LN5614,48,60727.78,Salaried,560.0,8646.01,12,3,Mortgage,Single,Other,0.159,0
LN5615,45,76846.7,Salaried,562.0,10195.71,24,4,Mortgage,Married,Business,0.164,1
LN5616,53,76974.9,Salaried,623.0,7297.73,60,0,Mortgage,Single,Debt Consolidation,0.101,0
LN5617,58,54569.23,Salaried,623.0,6835.47,12,2,Mortgage,Single,Education,0.124,0
LN5618,26,70767.3,Salaried,732.0,46715.22,24,0,Rent,Single,Business,0.814,0
LN5619,64,35430.71,Business Owner,590.0,15793.4,24,4,Rent,Single,Debt Consolidation,0.426,1
LN5620,52,51101.1,Business Owner,689.0,32190.62,36,1,Rent,Single,Business,0.529,0
LN5621,41,38810.58,Salaried,623.0,8296.28,36,1,Own,Married,Medical,0.219,0
LN5622,36,48969.75,Business Owner,583.0,6304.62,24,2,Rent,Single,Business,0.221,0
LN5623,41,49912.75,Business Owner,620.0,7430.39,24,1,Mortgage,Married,Other,0.121,0
LN5624,31,58323.78,Business Owner,680.0,10370.88,24,1,Mortgage,Single,Medical,0.194,0
LN5625,57,87706.77,Salaried,732.0,13655.53,36,0,Rent,Married,Debt Consolidation,0.171,0
LN5626,56,55970.37,Self-Employed,627.0,12203.01,24,1,Mortgage,Married,Medical,0.276,0
LN5627,55,67573.1,Unemployed,542.0,8400.83,60,2,Own,Married,Business,0.117,0
LN5628,39,67957.76,Self-Employed,740.0,14081.67,36,0,Mortgage,Married,Medical,0.195,0
LN5629,40,187919.17,Salaried,569.0,14842.23,12,2,Rent,Divorced,Other,0.081,0
LN5630,38,19830.65,Salaried,673.0,20360.78,48,2,Mortgage,Single,Education,1.005,0
LN5631,61,50642.455,Self-Employed,648.0,32281.82,24,0,Rent,Married,Medical,1.085,0
LN5632,34,102439.54,Salaried,636.0,10739.28,36,2,Rent,Divorced,Other,0.118,0
LN5633,35,41109.46,Salaried,606.0,27702.79,24,2,Rent,Single,Medical,0.795,0
LN5634,51,76336.13,Salaried,706.0,13898.87,36,3,Rent,Single,Home Improvement,0.22,0
LN5635,21,54995.4,Business Owner,328.0,5343.35,48,1,Mortgage,Single,Education,0.123,0
LN5636,23,140449.21,Business Owner,752.0,38947.21,60,1,Own,Married,Debt Consolidation,0.282,0
LN5637,36,28098.54,Salaried,568.0,52235.72,24,1,Mortgage,Single,Other,1.48,1
LN5638,43,90300.68,Unemployed,687.0,19369.56,24,2,Mortgage,Single,Medical,0.195,0
LN5639,31,117570.17,Salaried,682.0,14099.17,36,2,Rent,Married,Education,0.139,0
LN5640,32,29519.03,Self-Employed,765.0,11352.09,60,2,Own,Married,Debt Consolidation,0.41,0
LN5641,30,72506.76,Business Owner,668.0,10113.55,60,1,Mortgage,Single,Education,0.169,0
LN5642,52,30249.99,Business Owner,575.0,27623.46,12,1,Rent,Single,Other,0.948,0
LN5643,36,49765.68,Unemployed,506.0,13221.98,12,1,Rent,Married,Home Improvement,0.317,0
LN5644,28,43118.44,Salaried,619.0,36474.33,36,2,Rent,Divorced,Other,1.07,1
LN5645,58,15000.0,Business Owner,474.0,13642.12,12,3,Rent,Married,Other,1.061,0
LN5646,32,60604.06,Salaried,593.0,10431.57,24,2,Rent,Married,Debt Consolidation,0.204,0
LN5647,44,52663.06,Self-Employed,624.0,9313.5,12,1,Rent,Single,Debt Consolidation,0.147,0
LN5648,48,102697.13,Self-Employed,588.0,8550.72,36,0,Mortgage,Single,Medical,0.075,0
LN5649,28,66540.88,Self-Employed,654.0,18187.46,60,4,Rent,Married,Business,0.352,0
LN5650,48,154113.09,Salaried,629.0,6144.45,60,0,Mortgage,Married,Other,0.046,0
LN5651,56,51715.93,Business Owner,621.0,8176.32,24,2,Own,Married,Debt Consolidation,0.171,0
LN5652,46,46501.27,Salaried,432.0,29575.14,36,2,Mortgage,Married,Other,0.625,0
LN5653,28,44704.15,Salaried,533.0,7534.67,48,2,Rent,Divorced,Other,0.139,0
LN5654,48,39348.21,Self-Employed,708.0,22418.08,12,2,Rent,Single,Debt Consolidation,0.561,0
LN5655,48,16254.49,Salaried,722.0,3874.58,36,2,Own,Single,Home Improvement,0.25,0
LN5656,57,43910.23,Business Owner,485.0,31890.14,36,0,Own,Single,Home Improvement,0.658,1
LN5657,61,17432.17,Salaried,577.0,6234.55,24,0,Rent,Single,Other,0.317,0
LN5658,56,61452.31,Salaried,746.0,7896.41,36,1,Rent,Single,Home Improvement,0.135,0
LN5659,47,26369.67,Business Owner,585.0,20094.58,12,1,Mortgage,Divorced,Other,0.833,0
LN5660,37,31345.74,Salaried,640.0,15713.02,36,1,Mortgage,Single,Medical,0.461,0
LN5661,29,35076.79,Salaried,780.0,22856.54,24,1,Rent,Single,Debt Consolidation,0.713,0
LN5662,53,44246.54,Self-Employed,617.0,6204.58,24,1,Mortgage,Single,Other,0.175,0
LN5663,40,49189.43,Salaried,605.0,11247.68,12,1,Rent,Divorced,Home Improvement,0.237,0
LN5664,33,84308.65,Self-Employed,636.0,9225.74,48,0,Own,Married,Home Improvement,0.134,0
LN5665,48,36725.81,Salaried,817.0,6862.91,36,1,Own,Divorced,Education,0.236,0
LN5666,49,62322.21,Business Owner,690.0,19101.81,36,2,Own,Divorced,Education,0.259,0
LN5667,33,192035.13,Business Owner,652.0,23525.28,36,3,Mortgage,Married,Home Improvement,0.104,0
LN5668,55,59199.91,Self-Employed,603.0,10914.86,36,1,Own,Single,Medical,0.191,0
LN5669,26,44790.67,Salaried,646.0,33310.46,24,2,Own,Single,Business,0.814,0
LN5670,38,33203.95,Business Owner,709.0,8338.01,48,4,Rent,Single,Other,0.254,1
LN5671,25,44481.75,Self-Employed,553.0,32829.42,12,0,Own,Married,Education,0.711,0
LN5672,45,31473.14,Self-Employed,712.0,18719.92,12,1,Rent,Single,Other,0.666,0
LN5673,22,56068.57,Salaried,636.0,6411.57,48,1,Mortgage,Single,Education,0.092,0
LN5674,30,51625.55,Business Owner,652.0,43866.87,24,4,Rent,Married,Debt Consolidation,1.091,0
LN5675,50,16628.78,Self-Employed,570.0,10232.39,24,0,Own,Married,Debt Consolidation,0.564,0
LN5676,25,48568.04,Salaried,614.0,27531.07,36,1,Own,Married,Home Improvement,0.713,0
LN5677,53,83958.1,Salaried,557.0,14579.76,36,1,Mortgage,Single,Debt Consolidation,0.148,0
LN5678,21,40152.66,Business Owner,553.0,16725.08,48,2,Mortgage,Married,Debt Consolidation,0.383,1
LN5679,38,35367.61,Salaried,684.0,22941.99,36,1,Rent,Married,Business,0.595,0
LN5680,52,24615.94,Unemployed,618.0,22192.52,36,2,Rent,Single,Medical,1.17,1
LN5681,31,19360.77,Self-Employed,533.0,10880.33,48,1,Rent,Married,Home Improvement,0.451,1
LN5682,41,74285.77,Self-Employed,846.0,18379.65,24,1,Mortgage,Divorced,Business,0.277,0
LN5683,46,44768.54,Salaried,549.0,17570.21,24,1,Rent,Single,Home Improvement,0.485,0
LN5684,45,72114.53,Salaried,748.0,15186.11,36,0,Rent,Single,Medical,0.239,0
LN5685,42,105415.17,Unemployed,517.0,11825.46,24,0,Rent,Married,Home Improvement,0.11,0
LN5686,47,77701.03,Salaried,646.0,15167.93,60,1,Rent,Single,Other,0.25,0
LN5687,33,37377.11,Business Owner,627.0,43500.36,48,2,Own,Divorced,Other,1.451,1
LN5688,53,52703.33,Salaried,593.0,11192.33,24,1,Mortgage,Single,Other,0.216,0
LN5689,54,36048.25,Salaried,668.0,27555.36,12,0,Mortgage,Married,Debt Consolidation,0.831,0
LN5690,61,34401.51,Salaried,656.0,9211.59,12,2,Rent,Married,Medical,0.344,1
LN5691,55,58186.44,Salaried,577.0,7873.13,24,1,Mortgage,Married,Business,0.175,0
LN5692,21,32333.3,Unemployed,573.0,95400.55,12,2,Rent,Single,Business,1.48,1
LN5693,41,16243.11,Salaried,508.0,18472.06,36,1,Mortgage,Single,Education,1.392,1
LN5694,26,31442.82,Salaried,678.0,18779.25,48,2,Own,Single,Business,0.568,0
LN5695,48,42047.68,Salaried,537.0,19094.14,48,0,Own,Single,Other,0.448,1
LN5696,37,104893.33,Salaried,650.0,31081.87,24,3,Mortgage,Single,Other,0.261,0
LN5697,25,38350.82,Salaried,703.0,17063.31,24,0,Rent,Married,Education,0.402,0
LN5698,51,63320.35,Business Owner,669.0,21801.48,36,3,Mortgage,Single,Debt Consolidation,0.389,0
LN5699,25,45064.31,Salaried,585.0,7078.8,48,2,Rent,Married,Business,0.166,0
LN5700,58,90508.82,Salaried,732.0,24109.33,48,0,Own,Married,Medical,0.244,0
LN5701,23,87426.02,Salaried,613.0,11590.53,60,0,Own,Married,Education,0.133,0
LN5702,43,88264.0,Unemployed,530.0,19991.16,36,1,Rent,Divorced,Business,0.223,0
LN5703,57,20599.21,Salaried,624.0,4773.94,36,1,Mortgage,Single,Debt Consolidation,0.3,1
LN5704,57,54358.81,Salaried,703.0,19498.79,12,1,Rent,Divorced,Medical,0.44,0
LN5705,30,71644.33,Self-Employed,589.0,3480.26,36,1,Rent,Married,Medical,0.048,0
LN5706,30,59324.0,Self-Employed,729.0,11321.41,24,1,Rent,Married,Debt Consolidation,0.24,0
LN5707,39,67393.12,Salaried,581.0,4801.43,36,4,Own,Married,Business,0.069,0
LN5708,37,50472.08,Salaried,593.0,19532.25,36,5,Mortgage,Married,Home Improvement,0.439,0
LN5709,41,33779.45,Business Owner,556.0,13926.68,24,0,Rent,Single,Business,0.529,0
LN5710,34,20982.65,Salaried,712.0,8412.95,12,0,Rent,Single,Education,0.399,0
LN5711,29,35497.42,Business Owner,646.0,31591.55,12,0,Rent,Married,Education,1.014,0
LN5712,21,187035.73,Self-Employed,562.0,7800.94,12,4,Own,Divorced,Business,0.04,0
LN5713,33,38452.32,Salaried,614.0,2167.4,12,1,Own,Married,Other,0.053,0
LN5714,24,18403.66,Salaried,374.0,18181.88,12,3,Mortgage,Single,Education,1.074,1
LN5715,21,70708.76,Salaried,720.0,4628.74,24,1,Rent,Married,Home Improvement,0.084,0
LN5716,60,75186.73,Business Owner,635.0,7950.53,24,1,Mortgage,Married,Other,0.109,0
LN5717,52,93308.1,Salaried,433.0,9794.65,60,2,Own,Single,Home Improvement,0.133,0
LN5718,54,62037.19,Salaried,519.0,5685.1,24,2,Rent,Single,Medical,0.115,0
LN5719,48,74817.03,Self-Employed,612.0,9934.45,12,1,Mortgage,Single,Education,0.123,0
LN5720,51,123020.78,Unemployed,532.0,5749.29,36,0,Own,Divorced,Other,0.047,0
LN5721,28,33767.81,Salaried,721.0,14726.88,48,1,Own,Married,Business,0.489,0
LN5722,59,30579.18,Unemployed,688.0,6391.68,36,2,Mortgage,Single,Other,0.221,1
LN5723,46,28359.2,Salaried,682.0,13603.57,24,2,Mortgage,Single,Medical,0.407,0
LN5724,54,42920.94,Salaried,416.0,26828.09,36,0,Mortgage,Married,Home Improvement,0.811,0
LN5725,23,100379.29,Salaried,603.0,21363.17,48,1,Own,Divorced,Medical,0.25,0
LN5726,32,63833.55,Salaried,587.0,12720.54,48,2,Own,Married,Debt Consolidation,0.203,0
LN5727,21,62589.07,Salaried,564.0,7381.69,36,3,Mortgage,Married,Education,0.131,0
LN5728,64,19738.89,Salaried,613.0,14698.58,48,3,Rent,Single,Business,0.628,0
LN5729,25,34662.25,Unemployed,549.0,8800.54,48,0,Own,Married,Home Improvement,0.266,0
LN5730,50,19578.18,Business Owner,669.0,15073.21,36,1,Mortgage,Single,Medical,0.974,0
LN5731,50,88046.72,Self-Employed,719.0,4773.47,36,2,Own,Married,Business,0.068,0
LN5732,37,108317.63,Salaried,711.0,21684.58,36,2,Own,Single,Education,0.194,0
LN5733,43,72387.1,Salaried,638.0,13628.66,48,3,Own,Married,Business,0.201,0
LN5734,35,29929.71,Salaried,830.0,50267.3,12,1,Own,Single,Education,1.48,0
LN5735,57,102848.39,Self-Employed,753.0,29250.06,60,1,Rent,Married,Education,0.276,0
LN5736,41,43190.36,Unemployed,641.0,18764.31,24,2,Mortgage,Single,Education,0.362,0
LN5737,34,26709.39,Salaried,607.0,12401.89,36,2,Rent,Married,Medical,0.489,1
LN5738,22,30266.53,Salaried,770.0,8623.42,48,1,Own,Married,Education,0.314,0
LN5739,31,39534.21,Salaried,741.0,23516.22,24,0,Own,Single,Business,0.478,0
LN5740,59,50251.18,Salaried,523.0,11641.34,36,0,Mortgage,Divorced,Debt Consolidation,0.196,1
LN5741,58,45221.5,Salaried,748.0,26930.61,12,2,Rent,Married,Business,0.538,0
LN5742,54,24189.3,Self-Employed,636.0,16991.93,24,1,Mortgage,Married,Medical,0.684,0
LN5743,58,89918.43,Self-Employed,573.0,17065.23,24,1,Mortgage,Married,Education,0.203,0
LN5744,54,45464.95,Salaried,472.0,19086.1,24,1,Mortgage,Divorced,Debt Consolidation,0.398,0
LN5745,38,34307.63,Salaried,626.0,7694.21,24,1,Own,Married,Medical,0.21,0
LN5746,50,85404.25,Unemployed,649.0,7235.24,60,2,Rent,Divorced,Home Improvement,0.105,0
LN5747,35,27127.33,Salaried,646.0,7086.69,60,0,Mortgage,Single,Home Improvement,0.228,0
LN5748,47,21710.58,Salaried,736.0,25046.72,12,2,Rent,Single,Home Improvement,1.209,1
LN5749,54,92618.46,Salaried,598.0,7574.69,48,1,Rent,Married,Debt Consolidation,0.104,0
LN5750,58,126208.92,Salaried,685.0,8162.49,12,1,Mortgage,Single,Business,0.072,0
LN5751,53,38907.88,Salaried,724.0,18444.29,12,2,Own,Married,Debt Consolidation,0.549,0
LN5752,44,47906.91,Business Owner,658.0,11484.69,12,2,Rent,Single,Debt Consolidation,0.243,0
LN5753,35,27630.28,Salaried,597.0,10637.32,60,1,Own,Married,Debt Consolidation,0.312,0
LN5754,50,49155.61,Salaried,602.0,10097.74,60,1,Mortgage,Married,Home Improvement,0.231,0
LN5755,62,38644.02,Self-Employed,685.0,3309.73,24,0,Rent,Married,Other,0.096,0
LN5756,37,46580.43,Salaried,687.0,7479.12,24,1,Rent,Divorced,Business,0.137,0
LN5757,25,60151.95,Business Owner,624.0,27144.72,24,1,Rent,Married,Other,0.465,0
LN5758,49,28308.78,Business Owner,414.0,9665.92,36,1,Rent,Single,Other,0.429,1
LN5759,24,40908.55,Salaried,534.0,4271.44,36,2,Own,Single,Debt Consolidation,0.094,0
LN5760,30,19892.72,Business Owner,706.0,7296.89,24,1,Mortgage,Single,Business,0.378,0
LN5761,37,41048.37,Salaried,458.0,16579.34,48,0,Own,Married,Other,0.416,0
LN5762,30,46783.36,Unemployed,757.0,16383.35,24,1,Rent,Single,Education,0.422,0
LN5763,37,54967.16,Salaried,743.0,11197.34,60,3,Rent,Single,Debt Consolidation,0.247,0
LN5764,40,55259.1,Unemployed,654.0,8835.01,36,3,Mortgage,Divorced,Debt Consolidation,0.189,0
LN5765,44,77030.86,Business Owner,704.0,5759.94,36,0,Own,Married,Debt Consolidation,0.073,0
LN5766,25,22701.06,Salaried,698.0,16662.42,48,2,Mortgage,Single,Education,0.614,0
LN5767,54,23315.22,Salaried,639.0,22086.51,48,0,Rent,Single,Education,0.923,0
LN5768,26,63861.95,Unemployed,526.0,28950.07,24,2,Mortgage,Divorced,Home Improvement,0.517,1
LN5769,22,17685.84,Business Owner,737.0,6861.27,24,3,Own,Divorced,Medical,0.447,0
LN5770,33,53725.88,Salaried,777.0,30312.45,60,0,Rent,Single,Business,0.724,0
LN5771,63,27169.59,Self-Employed,541.0,12913.55,24,1,Rent,Married,Medical,0.488,0
LN5772,63,107624.9,Salaried,523.0,13574.43,12,1,Own,Married,Debt Consolidation,0.141,0
LN5773,31,55560.41,Salaried,638.0,22837.41,36,1,Rent,Married,Other,0.44,0
LN5774,43,43933.04,Salaried,594.0,9656.9,48,0,Mortgage,Married,Debt Consolidation,0.192,0
LN5775,36,90568.38,Salaried,663.0,3647.21,48,1,Mortgage,Married,Other,0.042,0
LN5776,51,28804.85,Business Owner,759.0,20392.39,60,2,Mortgage,Divorced,Home Improvement,0.759,0
LN5777,31,31675.39,Salaried,448.0,16467.47,36,2,Rent,Single,Medical,0.663,1
LN5778,36,26089.09,Business Owner,792.0,10762.62,12,2,Rent,Single,Debt Consolidation,0.406,1
LN5779,28,31808.23,Salaried,613.0,19409.52,36,2,Own,Married,Medical,0.787,1
LN5780,24,50541.89,Salaried,696.0,21942.18,48,2,Rent,Married,Home Improvement,0.465,1
LN5781,60,62753.9,Salaried,706.0,5392.67,12,0,Own,Divorced,Medical,0.079,0
LN5782,24,79277.6,Salaried,716.0,13541.41,24,3,Rent,Single,Other,0.153,0
LN5783,45,19685.51,Salaried,656.0,3406.57,12,2,Rent,Married,Business,0.151,0
LN5784,23,44984.29,Salaried,646.0,12404.12,36,0,Own,Single,Home Improvement,0.283,0
LN5785,52,28167.32,Self-Employed,646.0,10682.42,48,5,Own,Married,Medical,0.308,0
LN5786,23,44238.75,Salaried,593.0,17946.41,36,2,Rent,Single,Debt Consolidation,0.415,0
LN5787,47,157484.42,Salaried,492.0,7017.53,60,1,Mortgage,Married,Education,0.058,0
LN5788,49,56722.76,Salaried,540.0,10374.52,12,2,Rent,Married,Education,0.208,1
LN5789,52,76859.36,Business Owner,641.0,1939.85,60,2,Mortgage,Single,Home Improvement,0.03,0
LN5790,39,130658.93,Unemployed,579.0,18666.81,48,1,Rent,Single,Education,0.123,0
LN5791,41,86135.69,Salaried,579.0,12669.59,24,0,Mortgage,Married,Business,0.152,0
LN5792,25,39184.74,Salaried,812.0,14077.67,60,1,Mortgage,Married,Home Improvement,0.339,0
LN5793,38,25902.22,Salaried,727.0,5453.11,24,3,Mortgage,Single,Debt Consolidation,0.263,0
LN5794,48,48287.49,Unemployed,627.0,16963.81,48,0,Rent,Single,Debt Consolidation,0.313,0
LN5795,62,36906.65,Salaried,710.0,36013.52,48,1,Mortgage,Single,Home Improvement,1.004,0
LN5796,42,22873.62,Salaried,612.0,11956.76,48,3,Own,Divorced,Education,0.572,1
LN5797,41,55296.37,Salaried,646.0,19733.11,36,1,Rent,Single,Education,0.377,0
LN5798,26,55990.83,Salaried,690.0,7923.81,12,0,Rent,Single,Debt Consolidation,0.172,0
LN5799,21,118724.19,Salaried,612.0,12757.65,36,1,Own,Married,Business,0.098,1
LN5800,25,40909.54,Business Owner,588.0,5330.48,24,1,Rent,Married,Other,0.129,0
LN5801,61,56390.77,Salaried,760.0,21436.99,48,0,Rent,Single,Education,0.455,0
LN5802,32,35145.69,Self-Employed,705.0,14704.43,48,1,Own,Divorced,Business,0.445,0
LN5803,46,75855.44,Salaried,447.0,6428.06,60,0,Own,Married,Education,0.085,0
LN5804,54,46059.58,Salaried,590.0,8257.55,12,1,Rent,Married,Other,0.146,0
LN5805,34,27274.41,Unemployed,580.0,13858.47,48,1,Rent,Single,Home Improvement,0.598,0
LN5806,46,48691.71,Salaried,594.0,23256.01,60,2,Own,Divorced,Medical,0.614,0
LN5807,47,59591.1,Business Owner,728.0,32458.46,48,2,Mortgage,Single,Debt Consolidation,0.605,1
LN5808,29,55694.5,Salaried,652.0,12326.72,12,2,Mortgage,Single,Home Improvement,0.272,0
LN5809,46,82697.81,Salaried,525.0,5891.18,12,1,Mortgage,Single,Education,0.075,0
LN5810,42,23765.06,Unemployed,616.0,15414.73,12,1,Own,Married,Other,0.594,0
LN5811,50,32164.82,Salaried,699.0,38984.89,36,1,Own,Married,Debt Consolidation,0.978,0
LN5812,63,67500.73,Business Owner,630.0,5046.0,36,1,Rent,Married,Medical,0.084,0
LN5813,37,34110.67,Salaried,592.0,7534.46,60,3,Rent,Single,Medical,0.231,0
LN5814,46,55283.82,Business Owner,680.0,19275.28,24,2,Mortgage,Married,Other,0.415,0
LN5815,56,15000.0,Salaried,796.0,14649.47,24,3,Mortgage,Married,Other,1.12,0
LN5816,21,190607.82,Salaried,692.0,9633.37,36,2,Mortgage,Single,Education,0.065,0
LN5817,28,42836.28,Business Owner,767.0,15245.94,48,3,Mortgage,Married,Debt Consolidation,0.376,0
LN5818,55,89052.21,Unemployed,598.0,24017.24,60,1,Rent,Single,Education,0.273,0
LN5819,35,41421.32,Unemployed,649.0,12594.28,48,2,Rent,Married,Medical,0.287,0
LN5820,42,60315.79,Business Owner,647.0,11948.91,36,1,Own,Single,Home Improvement,0.206,0
LN5821,34,103358.61,Business Owner,661.0,19023.2,36,0,Mortgage,Married,Home Improvement,0.228,0
LN5822,46,87807.57,Salaried,690.0,11358.15,48,1,Mortgage,Divorced,Business,0.106,0
LN5823,48,44257.16,Salaried,567.0,26516.28,36,1,Rent,Divorced,Medical,0.772,0
LN5824,43,45815.28,Salaried,708.0,45073.23,24,3,Mortgage,Single,Medical,1.276,0
LN5825,34,80965.89,Salaried,503.0,7818.4,24,2,Rent,Married,Education,0.106,0
LN5826,44,157412.06,Salaried,530.0,6310.59,12,1,Rent,Single,Business,0.039,0
LN5827,22,53967.72,Salaried,842.0,16697.79,48,1,Mortgage,Divorced,Other,0.282,0
LN5828,46,130422.16,Salaried,604.0,6177.68,12,2,Rent,Married,Business,0.044,0
LN5829,34,43446.81,Self-Employed,716.0,6114.72,24,0,Rent,Single,Debt Consolidation,0.116,0
LN5830,27,78903.45,Salaried,803.0,3906.81,24,3,Rent,Single,Education,0.051,0
LN5831,23,85014.57,Salaried,442.0,10621.64,36,0,Rent,Divorced,Other,0.104,0
LN5832,43,39935.45,Salaried,751.0,13097.88,24,1,Mortgage,Married,Other,0.38,0
LN5833,63,33740.73,Business Owner,708.0,9794.56,36,0,Mortgage,Single,Home Improvement,0.286,0
LN5834,38,86915.75,Self-Employed,798.0,30767.06,12,1,Rent,Single,Debt Consolidation,0.318,0
LN5835,58,37579.78,Self-Employed,646.0,29423.01,12,0,Rent,Single,Business,0.84,0
LN5836,55,31345.47,Salaried,781.0,42502.0,36,1,Rent,Married,Home Improvement,1.48,0
LN5837,35,47508.68,Salaried,583.0,13737.95,24,0,Own,Divorced,Medical,0.453,0
LN5838,45,37503.64,Salaried,745.0,27181.49,24,0,Rent,Divorced,Education,0.758,0
LN5839,57,75230.24,Salaried,647.0,16079.68,12,0,Own,Married,Business,0.254,0
LN5840,48,63419.16,Salaried,719.0,15139.0,48,2,Mortgage,Married,Medical,0.279,0
LN5841,30,70110.59,Salaried,654.0,10092.71,36,1,Own,Married,Other,0.179,0
LN5842,59,60517.62,Salaried,484.0,3436.17,12,0,Own,Single,Business,0.051,0
