CustomerID,SeniorCitizen,TenureMonths,ContractType,InternetService,TechSupport,OnlineSecurity,PaperlessBilling,PaymentMethod,NumSupportCalls,MonthlyCharges,TotalCharges,Churn
CUST2550,0,60,One Year,No Internet,No,No,Yes,Bank Transfer,4,38.42,2381.03,0
CUST2551,0,50,Month-to-Month,DSL,No,No,No,Electronic Check,2,68.45,3410.19,0
CUST2552,0,28,Month-to-Month,Fiber Optic,No,No,Yes,Bank Transfer,1,58.54,1590.69,0
CUST2553,0,41,Month-to-Month,No Internet,No,No,No,Credit Card,1,88.17,3608.41,0
CUST2554,1,64,Month-to-Month,Fiber Optic,Yes,No,No,Credit Card,1,77.18,4633.62,0
CUST2555,0,27,Month-to-Month,Fiber Optic,Yes,No,Yes,Mailed Check,0,78.88,2065.2,0
CUST2556,0,63,Month-to-Month,No Internet,Yes,No,No,Credit Card,0,62.39,4101.89,0
CUST2557,0,17,Two Year,DSL,No,No,No,Electronic Check,3,123.89,1987.1,1
CUST2558,1,33,One Year,No Internet,No,No,Yes,Electronic Check,2,44.06,1385.37,0
CUST2559,0,29,Month-to-Month,DSL,No,No,Yes,Mailed Check,1,80.27,2443.91,0
CUST2560,0,13,One Year,Fiber Optic,Yes,No,No,Bank Transfer,1,33.26,404.52,0
CUST2561,0,46,Two Year,No Internet,No,Yes,Yes,Electronic Check,1,38.16,1666.15,0
CUST2562,0,35,One Year,DSL,No,Yes,Yes,Credit Card,3,49.82,1575.45,0
CUST2563,0,6,Month-to-Month,Fiber Optic,No,Yes,No,Electronic Check,0,105.73,662.3,1
CUST2564,0,69,Two Year,DSL,No,Yes,No,Mailed Check,1,71.6,5056.9,0
CUST2565,0,47,One Year,No Internet,No,Yes,No,Credit Card,1,50.24,2453.08,0
CUST2566,0,25,Month-to-Month,No Internet,No,No,Yes,Credit Card,0,74.36,1752.79,0
CUST2567,0,66,Month-to-Month,Fiber Optic,No,No,Yes,Credit Card,1,65.88,4511.03,0
CUST2568,0,10,One Year,Fiber Optic,No,No,Yes,Mailed Check,0,52.7,537.16,0
CUST2569,0,56,Month-to-Month,No Internet,Yes,Yes,No,Mailed Check,0,30.08,1639.38,0
CUST2570,0,30,Two Year,Fiber Optic,Yes,No,No,Bank Transfer,0,100.96,2991.14,0
CUST2571,0,5,Month-to-Month,Fiber Optic,No,No,Yes,Bank Transfer,1,70.25,356.02,0
CUST2572,0,33,Two Year,Fiber Optic,Yes,No,Yes,Bank Transfer,2,119.34,3932.94,0
CUST2573,0,65,One Year,Fiber Optic,No,No,No,Mailed Check,1,88.51,5916.34,0
CUST2574,0,18,Month-to-Month,DSL,Yes,Yes,Yes,Credit Card,1,78.78,1327.56,0
CUST2575,0,49,Month-to-Month,DSL,No,Yes,Yes,Credit Card,1,54.12,2673.47,0
CUST2576,0,11,One Year,DSL,No,No,No,Electronic Check,1,37.62,409.7,0
CUST2577,0,26,One Year,No Internet,Yes,Yes,Yes,Bank Transfer,2,59.56,1536.49,0
CUST2578,0,63,One Year,Fiber Optic,No,No,No,Credit Card,2,36.89,2309.84,0
CUST2579,0,59,Month-to-Month,Fiber Optic,No,No,No,Credit Card,0,81.25,5159.49,0
CUST2580,0,27,Month-to-Month,Fiber Optic,No,Yes,Yes,Credit Card,3,105.82,3039.21,0
CUST2581,1,49,Month-to-Month,DSL,Yes,Yes,Yes,Credit Card,3,58.48,2939.78,0
CUST2582,0,33,One Year,DSL,No,No,Yes,Mailed Check,0,88.61,3050.74,1
CUST2583,1,1,Month-to-Month,Fiber Optic,Yes,No,No,Bank Transfer,1,47.77,43.4,0
CUST2584,0,21,Month-to-Month,Fiber Optic,No,No,Yes,Credit Card,4,57.44,1265.1,1
CUST2585,0,55,One Year,No Internet,No,Yes,No,Credit Card,1,44.63,2447.86,0
CUST2586,0,6,Two Year,Fiber Optic,No,Yes,No,Credit Card,1,15.0,86.72,1
CUST2587,0,69,Month-to-Month,Fiber Optic,No,Yes,No,Credit Card,1,64.09,4103.61,0
CUST2588,0,5,Month-to-Month,Fiber Optic,No,Yes,Yes,Electronic Check,1,68.21,312.07,1
CUST2589,1,3,One Year,No Internet,Yes,No,No,Credit Card,1,91.65,249.92,1
CUST2590,0,53,One Year,Fiber Optic,No,Yes,No,Credit Card,1,84.89,4194.84,0
CUST2591,0,23,Month-to-Month,DSL,Yes,No,Yes,Credit Card,2,85.22,1775.87,0
CUST2592,0,53,Two Year,Fiber Optic,No,No,Yes,Electronic Check,1,40.65,2254.69,0
CUST2593,1,37,Two Year,Fiber Optic,No,Yes,Yes,Mailed Check,0,76.49,2687.84,0
CUST2594,1,17,Month-to-Month,Fiber Optic,No,No,Yes,Electronic Check,1,104.56,1730.86,1
CUST2595,0,1,Month-to-Month,DSL,No,No,No,Credit Card,0,74.5,79.31,0
CUST2596,0,51,Month-to-Month,No Internet,No,No,Yes,Mailed Check,0,110.71,5211.07,0
CUST2597,0,45,One Year,No Internet,No,No,No,Credit Card,3,115.47,5544.91,0
CUST2598,0,4,Month-to-Month,DSL,No,No,No,Mailed Check,1,58.29,239.67,0
CUST2599,0,62,One Year,No Internet,Yes,No,No,Credit Card,0,47.58,2856.76,0
CUST2600,0,65,One Year,DSL,No,No,No,Credit Card,1,45.96,2759.05,0
CUST2601,0,32,Month-to-Month,DSL,No,No,Yes,Mailed Check,3,27.1,796.35,0
CUST2602,0,34,One Year,DSL,No,No,No,Mailed Check,2,52.04,1711.15,0
CUST2603,1,39,Two Year,DSL,No,No,Yes,Credit Card,1,95.19,3445.37,0
CUST2604,0,26,Month-to-Month,No Internet,No,No,Yes,Electronic Check,1,15.0,371.88,0
CUST2605,0,34,Month-to-Month,DSL,Yes,No,Yes,Electronic Check,1,39.06,1209.3,1
CUST2606,0,54,Month-to-Month,DSL,No,No,No,Electronic Check,1,61.82,3401.71,0
CUST2607,0,3,Two Year,DSL,No,Yes,No,Electronic Check,2,43.07,120.04,0
CUST2608,0,50,Two Year,DSL,Yes,No,Yes,Mailed Check,3,51.82,2724.04,0
CUST2609,0,12,Month-to-Month,DSL,Yes,No,Yes,Mailed Check,2,52.19,590.98,0
CUST2610,0,65,One Year,Fiber Optic,No,No,No,Electronic Check,0,58.56,4033.24,0
CUST2611,0,54,Month-to-Month,DSL,Yes,No,Yes,Bank Transfer,1,46.76,2368.43,0
CUST2612,0,5,Month-to-Month,No Internet,Yes,No,Yes,Bank Transfer,0,44.72,233.5,0
CUST2613,0,57,Month-to-Month,No Internet,Yes,No,No,Bank Transfer,2,88.36,4868.38,0
CUST2614,0,17,Month-to-Month,DSL,Yes,Yes,Yes,Credit Card,3,91.24,1576.87,0
CUST2615,0,47,Month-to-Month,No Internet,No,No,Yes,Electronic Check,0,30.49,1300.81,0
CUST2616,0,23,One Year,DSL,No,No,Yes,Credit Card,0,15.0,344.67,0
CUST2617,0,14,Month-to-Month,DSL,Yes,No,Yes,Mailed Check,1,91.58,1192.04,0
CUST2618,0,66,Two Year,DSL,Yes,No,Yes,Mailed Check,2,34.28,2256.29,0
CUST2619,0,51,Month-to-Month,DSL,Yes,No,Yes,Bank Transfer,1,70.32,3329.08,0
CUST2620,0,38,Month-to-Month,Fiber Optic,No,Yes,Yes,Bank Transfer,2,25.86,970.32,0
CUST2621,0,64,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Mailed Check,3,97.44,5750.51,0
CUST2622,0,38,One Year,DSL,No,No,No,Bank Transfer,1,128.59,4612.73,1
CUST2623,0,50,Month-to-Month,Fiber Optic,No,Yes,No,Bank Transfer,3,69.57,3544.65,0
CUST2624,1,30,Month-to-Month,DSL,Yes,No,Yes,Mailed Check,0,62.65,2058.68,0
CUST2625,0,51,Two Year,Fiber Optic,Yes,No,No,Credit Card,0,56.95,2874.93,0
CUST2626,0,63,Month-to-Month,DSL,Yes,No,Yes,Bank Transfer,1,84.54,5525.4,0
CUST2627,0,52,Month-to-Month,DSL,No,Yes,Yes,Credit Card,0,79.19,4150.35,0
CUST2628,0,38,Two Year,DSL,No,No,Yes,Bank Transfer,3,90.09,3422.3,0
CUST2629,0,30,Month-to-Month,DSL,Yes,No,Yes,Electronic Check,2,49.3,1350.24,1
CUST2630,0,51,Month-to-Month,Fiber Optic,No,No,No,Credit Card,0,73.5,3481.83,0
CUST2631,0,5,Month-to-Month,No Internet,Yes,No,Yes,Credit Card,2,51.44,276.9,1
CUST2632,0,29,Month-to-Month,DSL,No,Yes,Yes,Bank Transfer,1,38.56,1098.15,0
CUST2633,1,4,Month-to-Month,Fiber Optic,No,No,No,Credit Card,0,63.97,261.73,1
CUST2634,0,10,Month-to-Month,Fiber Optic,No,No,Yes,Electronic Check,4,41.94,421.77,0
CUST2635,0,56,Month-to-Month,No Internet,No,No,Yes,Mailed Check,1,94.34,5155.07,0
CUST2636,0,17,Month-to-Month,DSL,No,No,Yes,Electronic Check,1,43.45,722.08,1
CUST2637,0,17,One Year,Fiber Optic,No,No,Yes,Mailed Check,0,74.09,,1
CUST2638,0,69,Month-to-Month,No Internet,No,Yes,Yes,Electronic Check,2,49.91,3196.62,0
CUST2639,0,34,Month-to-Month,Fiber Optic,No,Yes,Yes,Electronic Check,1,71.93,2390.48,0
CUST2640,0,6,Two Year,Fiber Optic,Yes,No,Yes,Credit Card,0,51.9,308.1,0
CUST2641,0,53,One Year,DSL,Yes,No,Yes,Electronic Check,3,33.57,1951.84,0
CUST2642,0,66,Month-to-Month,DSL,No,Yes,No,Bank Transfer,0,77.09,4936.78,0
CUST2643,0,43,Two Year,Fiber Optic,No,No,No,Bank Transfer,3,59.11,2615.23,0
CUST2644,0,23,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,4,72.15,1539.11,0
CUST2645,0,55,Month-to-Month,DSL,No,No,No,Bank Transfer,3,54.28,2725.96,0
CUST2646,0,16,One Year,Fiber Optic,No,No,No,Credit Card,2,31.8,546.61,1
CUST2647,0,8,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,0,92.08,770.63,0
CUST2648,0,4,Month-to-Month,Fiber Optic,No,No,No,Electronic Check,3,83.42,321.5,1
CUST2649,0,4,Month-to-Month,Fiber Optic,No,No,Yes,Bank Transfer,1,50.83,203.51,0
CUST2650,1,56,Month-to-Month,No Internet,No,No,No,Credit Card,0,66.74,3465.16,0
CUST2651,0,25,Month-to-Month,DSL,Yes,No,Yes,Mailed Check,3,91.05,2370.56,0
CUST2652,1,67,Two Year,No Internet,No,Yes,No,Electronic Check,1,53.57,3280.76,0
CUST2653,0,67,Month-to-Month,DSL,No,Yes,Yes,Electronic Check,0,57.45,4047.02,0
CUST2654,0,27,Two Year,DSL,No,No,No,Credit Card,4,71.09,1937.41,0
CUST2655,0,32,One Year,DSL,Yes,No,Yes,Mailed Check,1,53.52,1636.89,0
CUST2656,0,50,Two Year,DSL,Yes,No,Yes,Bank Transfer,0,86.43,4634.87,0
CUST2657,0,61,One Year,DSL,No,No,Yes,Mailed Check,2,60.78,4068.01,0
CUST2658,0,51,One Year,DSL,No,No,Yes,Electronic Check,0,45.4,2201.64,0
CUST2659,1,19,Month-to-Month,No Internet,No,No,Yes,Electronic Check,2,80.22,1617.53,0
CUST2660,0,21,Month-to-Month,DSL,No,No,Yes,Electronic Check,1,36.45,803.75,1
CUST2661,0,5,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,1,115.37,605.37,0
CUST2662,0,42,Two Year,DSL,No,Yes,Yes,Bank Transfer,0,104.56,4793.11,0
CUST2663,0,61,Two Year,No Internet,Yes,No,No,Electronic Check,3,77.84,4735.53,0
CUST2664,0,22,Month-to-Month,Fiber Optic,No,No,Yes,Credit Card,0,75.73,1724.09,0
CUST2665,0,21,Month-to-Month,DSL,No,No,Yes,Bank Transfer,1,74.56,1667.18,0
CUST2666,0,70,Month-to-Month,Fiber Optic,Yes,No,No,Electronic Check,0,52.77,3678.78,0
CUST2667,0,1,One Year,Fiber Optic,No,No,Yes,Bank Transfer,2,72.43,72.16,1
CUST2668,0,5,Month-to-Month,Fiber Optic,No,No,Yes,Credit Card,1,41.92,202.0,1
CUST2669,0,12,One Year,Fiber Optic,No,No,Yes,Mailed Check,1,77.6,983.5,0
CUST2670,0,46,Two Year,Fiber Optic,No,Yes,No,Electronic Check,2,86.7,4136.72,0
CUST2671,1,34,Month-to-Month,Fiber Optic,No,No,Yes,Credit Card,3,55.55,1870.24,1
CUST2672,1,49,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Electronic Check,1,50.12,2416.26,0
CUST2673,0,45,Month-to-Month,DSL,No,No,No,Electronic Check,5,34.69,1427.61,0
CUST2674,0,27,Month-to-Month,No Internet,No,Yes,Yes,Mailed Check,2,101.45,2468.8,0
CUST2675,0,26,Month-to-Month,Fiber Optic,No,No,No,Mailed Check,1,52.11,1362.69,0
CUST2676,0,47,Month-to-Month,Fiber Optic,No,Yes,Yes,Bank Transfer,0,60.03,2774.85,0
CUST2677,0,56,Two Year,DSL,Yes,Yes,Yes,Credit Card,2,72.5,4300.38,0
CUST2678,1,63,Month-to-Month,Fiber Optic,Yes,No,No,Credit Card,3,72.06,4578.51,0
CUST2679,0,48,Month-to-Month,No Internet,No,No,Yes,Mailed Check,4,83.66,4366.41,0
CUST2680,0,61,Two Year,DSL,Yes,Yes,No,Electronic Check,1,55.52,3180.9,0
CUST2681,0,26,One Year,Fiber Optic,No,No,No,Bank Transfer,1,36.53,1042.89,0
CUST2682,1,36,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,1,32.16,1110.97,1
CUST2683,1,1,One Year,No Internet,No,No,No,Bank Transfer,0,50.52,51.96,0
CUST2684,0,8,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Bank Transfer,1,41.2,329.72,1
CUST2685,0,52,One Year,DSL,No,No,No,Credit Card,3,57.41,2901.48,0
CUST2686,0,47,One Year,No Internet,No,Yes,Yes,Bank Transfer,1,97.69,4260.21,0
CUST2687,0,56,One Year,Fiber Optic,Yes,No,Yes,Credit Card,1,55.57,2884.65,0
CUST2688,0,14,Month-to-Month,DSL,Yes,Yes,Yes,Electronic Check,3,55.56,810.74,0
CUST2689,0,28,Two Year,DSL,Yes,No,Yes,Electronic Check,1,64.59,1764.26,0
CUST2690,0,2,Month-to-Month,Fiber Optic,No,Yes,Yes,Mailed Check,1,54.86,119.84,0
CUST2691,0,26,Month-to-Month,DSL,Yes,No,No,Electronic Check,1,63.32,1588.91,1
CUST2692,0,14,Month-to-Month,DSL,No,No,No,Credit Card,4,78.52,1205.59,1
CUST2693,0,59,Month-to-Month,No Internet,No,Yes,Yes,Bank Transfer,4,87.12,4837.25,1
CUST2694,0,56,Month-to-Month,DSL,No,Yes,Yes,Bank Transfer,0,90.08,4643.76,0
CUST2695,0,7,Two Year,Fiber Optic,Yes,No,No,Electronic Check,1,116.42,784.39,0
CUST2696,0,3,Two Year,DSL,No,No,Yes,Credit Card,3,79.23,256.02,1
CUST2697,0,23,Month-to-Month,Fiber Optic,Yes,No,Yes,Bank Transfer,1,120.86,2791.93,0
CUST2698,1,18,Month-to-Month,Fiber Optic,No,No,Yes,Electronic Check,1,45.59,760.82,0
CUST2699,0,38,Month-to-Month,DSL,No,No,Yes,Credit Card,2,117.28,4191.47,0
CUST2700,0,15,Month-to-Month,Fiber Optic,No,No,Yes,Credit Card,1,55.49,800.93,1
CUST2701,0,64,Month-to-Month,DSL,No,Yes,No,Bank Transfer,1,57.95,3775.68,0
CUST2702,0,28,Two Year,No Internet,Yes,No,No,Mailed Check,1,62.0,1677.8,0
CUST2703,1,39,Month-to-Month,No Internet,No,Yes,Yes,Mailed Check,1,59.53,2436.39,0
CUST2704,0,57,Month-to-Month,Fiber Optic,No,No,No,Credit Card,2,67.15,3916.57,0
CUST2705,0,17,Month-to-Month,Fiber Optic,Yes,No,Yes,Credit Card,2,50.5,922.69,0
CUST2706,1,44,Two Year,DSL,No,No,Yes,Electronic Check,0,85.75,3773.73,0
CUST2707,0,25,One Year,Fiber Optic,No,No,Yes,Credit Card,1,51.18,1236.3,0
CUST2708,0,17,Two Year,Fiber Optic,No,No,Yes,Electronic Check,0,81.39,1520.96,0
CUST2709,0,13,One Year,DSL,No,No,Yes,Electronic Check,1,103.19,1302.74,1
CUST2710,0,25,Month-to-Month,Fiber Optic,No,Yes,Yes,Electronic Check,1,56.07,1381.73,0
CUST2711,0,68,Month-to-Month,DSL,No,No,Yes,Credit Card,2,84.86,6127.24,1
CUST2712,0,10,One Year,Fiber Optic,No,No,Yes,Credit Card,0,78.98,724.82,0
CUST2713,0,67,Month-to-Month,DSL,No,No,No,Electronic Check,2,121.32,7943.91,0
CUST2714,0,18,One Year,Fiber Optic,Yes,Yes,No,Bank Transfer,2,52.38,864.72,0
CUST2715,0,34,Month-to-Month,DSL,Yes,Yes,Yes,Credit Card,4,84.88,2677.73,0
CUST2716,0,8,Month-to-Month,DSL,No,Yes,No,Mailed Check,2,24.35,175.5,1
CUST2717,1,40,Month-to-Month,Fiber Optic,No,Yes,No,Bank Transfer,1,52.6,1897.62,1
CUST2718,0,42,One Year,No Internet,No,No,No,Mailed Check,0,73.83,3026.62,0
CUST2719,0,41,One Year,Fiber Optic,Yes,No,Yes,Credit Card,1,99.83,4346.11,1
CUST2720,0,6,Month-to-Month,DSL,Yes,No,Yes,Bank Transfer,1,34.35,209.69,1
CUST2721,1,52,Month-to-Month,DSL,No,No,No,Credit Card,1,84.65,4520.57,0
CUST2722,0,26,Month-to-Month,No Internet,No,No,Yes,Credit Card,0,63.42,1655.27,1
CUST2723,1,64,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Bank Transfer,1,26.96,1835.8,0
CUST2724,1,59,Month-to-Month,DSL,No,No,Yes,Credit Card,1,69.54,4414.99,0
CUST2725,0,56,Month-to-Month,No Internet,No,No,No,Bank Transfer,4,107.73,6454.87,1
CUST2726,0,59,Month-to-Month,No Internet,No,Yes,No,Credit Card,2,36.99,2318.65,0
CUST2727,0,70,Month-to-Month,No Internet,No,No,Yes,Electronic Check,0,62.25,4080.98,0
CUST2728,0,33,Month-to-Month,No Internet,Yes,No,Yes,Mailed Check,0,40.33,1355.88,0
CUST2729,0,53,Month-to-Month,No Internet,No,Yes,No,Electronic Check,2,53.29,2870.78,0
CUST2730,0,22,Month-to-Month,DSL,No,Yes,Yes,Credit Card,1,100.8,2229.99,0
CUST2731,0,21,Month-to-Month,DSL,Yes,No,Yes,Credit Card,1,58.21,1217.72,0
CUST2732,0,70,Month-to-Month,Fiber Optic,No,Yes,Yes,Credit Card,4,100.04,6427.41,0
CUST2733,1,70,One Year,Fiber Optic,No,No,No,Electronic Check,0,92.73,5974.62,0
CUST2734,0,4,Month-to-Month,Fiber Optic,No,Yes,No,Credit Card,3,55.93,241.72,1
CUST2735,0,62,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,0,52.44,3335.93,0
CUST2736,0,62,Month-to-Month,Fiber Optic,Yes,No,Yes,Mailed Check,1,42.6,2515.65,0
CUST2737,0,24,One Year,Fiber Optic,No,No,Yes,Credit Card,0,41.73,957.31,0
CUST2738,0,55,Two Year,DSL,Yes,No,Yes,Credit Card,2,73.83,4150.14,1
CUST2739,0,9,One Year,DSL,No,Yes,No,Mailed Check,2,64.51,569.78,0
CUST2740,0,3,One Year,Fiber Optic,No,No,Yes,Mailed Check,2,49.41,146.49,1
CUST2741,0,31,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,3,26.28,743.09,0
CUST2742,0,40,One Year,DSL,No,Yes,No,Electronic Check,4,67.65,2510.49,0
CUST2743,0,36,One Year,Fiber Optic,No,Yes,Yes,Electronic Check,3,53.26,1876.46,0
CUST2744,0,24,Month-to-Month,Fiber Optic,Yes,No,Yes,Credit Card,4,60.12,1500.5,1
CUST2745,0,6,Month-to-Month,Fiber Optic,No,No,No,Mailed Check,5,72.62,396.33,0
CUST2746,0,66,Month-to-Month,DSL,No,No,Yes,Credit Card,1,15.0,957.24,0
CUST2747,0,4,Two Year,Fiber Optic,No,No,Yes,Credit Card,2,26.67,110.84,0
CUST2748,0,6,Month-to-Month,DSL,No,No,Yes,Credit Card,0,122.41,777.36,0
CUST2749,0,51,One Year,No Internet,No,No,Yes,Electronic Check,0,52.33,2503.48,0
CUST2750,0,62,Month-to-Month,DSL,Yes,No,Yes,Mailed Check,0,15.0,973.06,0
CUST2751,0,57,Month-to-Month,Fiber Optic,No,Yes,No,Credit Card,0,28.75,1788.01,0
CUST2752,0,66,Month-to-Month,DSL,Yes,No,Yes,Electronic Check,1,127.11,9071.83,0
CUST2753,0,8,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,0,47.43,401.4,1
CUST2754,1,26,Two Year,Fiber Optic,Yes,No,Yes,Bank Transfer,0,93.98,2547.24,1
CUST2755,0,51,One Year,DSL,Yes,No,Yes,Credit Card,2,68.03,3285.74,0
CUST2756,0,45,Month-to-Month,Fiber Optic,Yes,No,Yes,Credit Card,2,52.88,2443.33,0
CUST2757,1,44,Two Year,DSL,No,No,No,Mailed Check,1,84.39,3819.56,0
CUST2758,0,5,Month-to-Month,DSL,No,Yes,Yes,Mailed Check,1,15.0,73.6,0
CUST2759,0,70,Two Year,Fiber Optic,Yes,Yes,No,Credit Card,1,28.97,2025.07,0
CUST2760,1,26,Month-to-Month,DSL,Yes,No,No,Electronic Check,2,52.69,1423.1,1
CUST2761,0,68,Month-to-Month,No Internet,No,No,No,Credit Card,1,31.43,2330.49,0
CUST2762,0,19,Month-to-Month,Fiber Optic,Yes,Yes,No,Mailed Check,1,50.48,919.85,0
CUST2763,0,20,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,0,86.34,1639.2,1
CUST2764,0,12,Month-to-Month,DSL,Yes,Yes,No,Electronic Check,2,68.3,836.29,1
CUST2765,0,47,One Year,Fiber Optic,No,No,No,Credit Card,0,98.27,4277.65,1
CUST2766,0,1,Two Year,Fiber Optic,Yes,No,No,Mailed Check,1,69.88,,0
CUST2767,0,14,One Year,DSL,No,No,Yes,Credit Card,1,89.81,1153.95,1
CUST2768,0,64,Month-to-Month,No Internet,No,Yes,No,Mailed Check,1,63.4,4049.96,0
CUST2769,0,38,Month-to-Month,DSL,No,No,Yes,Bank Transfer,0,50.24,1955.1,1
CUST2770,0,37,Month-to-Month,No Internet,Yes,No,Yes,Bank Transfer,1,102.01,3449.86,1
CUST2771,0,11,Month-to-Month,DSL,No,No,No,Bank Transfer,2,47.27,489.49,1
CUST2772,0,3,One Year,No Internet,No,No,No,Mailed Check,1,73.6,213.53,1
CUST2773,1,33,Month-to-Month,Fiber Optic,Yes,No,Yes,Electronic Check,4,84.22,2706.22,1
CUST2774,0,6,Month-to-Month,DSL,Yes,No,No,Bank Transfer,1,86.04,534.42,1
CUST2775,0,50,Month-to-Month,DSL,No,Yes,Yes,Mailed Check,1,35.86,1803.41,0
CUST2776,1,10,Two Year,Fiber Optic,Yes,No,Yes,Credit Card,3,91.3,891.47,0
CUST2777,0,5,Month-to-Month,No Internet,No,No,Yes,Bank Transfer,3,40.53,200.65,0
CUST2778,0,23,Month-to-Month,DSL,No,No,Yes,Electronic Check,1,85.27,1770.18,0
CUST2779,0,10,Month-to-Month,DSL,No,Yes,No,Electronic Check,1,78.38,826.21,1
CUST2780,0,44,Month-to-Month,Fiber Optic,No,Yes,Yes,Electronic Check,0,85.47,3415.45,0
CUST2781,1,2,Month-to-Month,Fiber Optic,No,Yes,Yes,Credit Card,2,34.87,74.33,1
CUST2782,0,13,Month-to-Month,Fiber Optic,Yes,No,Yes,Credit Card,0,79.7,1044.6,0
CUST2783,0,40,One Year,Fiber Optic,No,No,Yes,Electronic Check,2,92.14,3706.11,0
CUST2784,0,2,Month-to-Month,DSL,Yes,No,No,Electronic Check,0,69.83,145.37,0
CUST2785,1,65,One Year,No Internet,No,No,Yes,Electronic Check,0,44.53,3102.6,0
CUST2786,1,63,Two Year,Fiber Optic,No,Yes,Yes,Credit Card,2,87.99,6034.12,0
CUST2787,0,17,One Year,DSL,Yes,No,No,Credit Card,1,67.85,1163.45,0
CUST2788,0,9,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,2,23.14,193.71,1
CUST2789,0,15,Month-to-Month,Fiber Optic,Yes,No,No,Bank Transfer,2,42.6,687.39,0
CUST2790,1,24,One Year,DSL,No,No,Yes,Credit Card,2,51.84,1129.86,0
CUST2791,0,38,One Year,Fiber Optic,No,No,Yes,Electronic Check,3,102.65,4140.47,0
CUST2792,0,35,Month-to-Month,DSL,No,No,No,Bank Transfer,1,98.25,3562.83,0
CUST2793,0,49,One Year,Fiber Optic,Yes,Yes,No,Credit Card,2,98.17,5199.7,0
CUST2794,0,69,Month-to-Month,No Internet,No,No,Yes,Bank Transfer,2,70.81,5274.28,0
CUST2795,0,62,Month-to-Month,DSL,No,No,No,Mailed Check,1,87.84,4959.37,0
CUST2796,0,60,Month-to-Month,Fiber Optic,Yes,No,No,Credit Card,2,36.48,2236.71,0
CUST2797,1,50,Month-to-Month,No Internet,No,Yes,Yes,Electronic Check,1,65.17,3013.9,1
CUST2798,0,9,Month-to-Month,No Internet,Yes,Yes,Yes,Electronic Check,3,76.29,628.72,0
CUST2799,0,34,One Year,Fiber Optic,No,No,Yes,Mailed Check,2,38.13,1283.01,0
CUST2800,0,35,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,2,70.25,2260.87,1
CUST2801,0,1,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,2,107.17,112.05,1
CUST2802,1,40,Month-to-Month,No Internet,No,Yes,No,Mailed Check,1,78.97,3455.06,0
CUST2803,0,64,Month-to-Month,No Internet,No,Yes,Yes,Mailed Check,0,87.94,5706.48,0
CUST2804,0,22,Month-to-Month,DSL,No,No,No,Credit Card,1,15.0,312.52,0
CUST2805,0,60,One Year,Fiber Optic,Yes,No,Yes,Credit Card,4,103.95,6665.12,1
CUST2806,1,64,One Year,Fiber Optic,Yes,No,Yes,Bank Transfer,1,60.35,4135.17,0
CUST2807,1,11,One Year,Fiber Optic,No,No,No,Mailed Check,1,45.78,527.03,0
CUST2808,0,14,One Year,Fiber Optic,No,No,Yes,Electronic Check,1,60.63,868.37,1
CUST2809,0,60,Month-to-Month,Fiber Optic,No,Yes,Yes,Electronic Check,0,27.87,1795.2,0
CUST2810,0,30,Month-to-Month,No Internet,Yes,Yes,Yes,Mailed Check,0,91.2,2551.75,0
CUST2811,0,35,Month-to-Month,DSL,No,No,No,Mailed Check,3,56.62,2152.76,1
CUST2812,0,37,Month-to-Month,DSL,Yes,No,Yes,Mailed Check,0,46.53,1875.59,0
CUST2813,1,5,Two Year,Fiber Optic,No,Yes,Yes,Mailed Check,1,60.8,326.62,0
CUST2814,0,26,Month-to-Month,DSL,No,No,No,Mailed Check,1,92.95,2296.18,0
CUST2815,1,62,Month-to-Month,DSL,Yes,No,No,Electronic Check,2,68.29,4537.28,1
CUST2816,0,4,Two Year,DSL,Yes,Yes,Yes,Bank Transfer,1,29.76,118.98,0
CUST2817,0,42,Two Year,Fiber Optic,No,Yes,Yes,Mailed Check,2,76.62,3279.14,0
CUST2818,0,18,One Year,No Internet,Yes,Yes,No,Mailed Check,1,41.78,803.27,0
CUST2819,0,40,Month-to-Month,Fiber Optic,No,No,No,Mailed Check,0,15.0,543.55,0
CUST2820,0,39,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Credit Card,0,102.4,3884.13,0
CUST2821,0,14,Month-to-Month,DSL,No,No,Yes,Electronic Check,2,76.43,1137.58,0
CUST2822,0,32,Month-to-Month,Fiber Optic,No,No,No,Electronic Check,3,63.04,2143.95,0
CUST2823,0,51,Month-to-Month,Fiber Optic,No,Yes,No,Bank Transfer,2,56.36,3074.81,0
