StudentID,Gender,ParentalEducation,LunchType,TestPrepCourse,StudyHoursWeekly,AttendanceRate,ExtracurricularActivity,SleepHours,MathScore,ReadingScore,WritingScore,AverageScore
STU3494,Male,High School,Standard,Not Completed,10.7,83.8,No,7.0,73.5,78.4,72.3,74.7
STU3495,Male,High School,Standard,Completed,0.6,66.1,No,6.7,48.7,58.7,46.0,51.1
STU3496,Male,High School,Standard,Not Completed,6.8,80.5,Yes,8.1,94.1,92.4,92.8,93.1
STU3497,Female,High School,Standard,Not Completed,5.6,64.1,Yes,5.3,40.0,51.3,46.9,46.1
STU3498,Male,Bachelor's Degree,Standard,Completed,12.6,91.7,No,5.9,92.5,94.3,92.7,93.2
STU3499,Female,Associate's Degree,Standard,Not Completed,1.9,89.8,No,6.1,80.4,85.9,76.6,81.0
STU3500,Male,High School,Free/Reduced,Completed,8.2,67.9,No,5.7,73.6,67.9,60.2,67.2
STU3501,Male,Master's Degree,Standard,Not Completed,11.1,68.5,Yes,7.1,100.0,95.2,92.2,95.8
STU3502,Male,Bachelor's Degree,Standard,Not Completed,21.0,99.8,No,7.6,93.6,100.0,94.4,96.0
STU3503,Female,Master's Degree,Standard,Completed,5.9,76.7,Yes,4.6,89.4,86.4,89.9,88.6
STU3504,Male,Master's Degree,Free/Reduced,Not Completed,9.7,87.9,Yes,6.4,63.3,61.2,73.8,66.1
STU3505,Male,High School,Standard,Not Completed,2.0,90.7,No,6.6,77.4,88.4,73.5,79.8
STU3506,Female,Associate's Degree,Standard,Not Completed,8.0,72.0,Yes,6.7,85.0,85.3,79.0,83.1
STU3507,Male,Bachelor's Degree,Standard,Not Completed,15.3,95.0,Yes,5.5,77.2,68.3,65.3,70.3
STU3508,Female,Bachelor's Degree,Standard,Not Completed,21.1,72.8,Yes,6.6,100.0,100.0,100.0,100.0
STU3509,Female,High School,Standard,Completed,10.2,82.4,Yes,5.9,89.5,96.6,99.2,95.1
STU3510,Male,Bachelor's Degree,Standard,Completed,2.5,81.6,No,6.6,76.2,82.9,59.7,72.9
STU3511,Female,High School,Free/Reduced,Completed,16.6,75.7,No,4.9,87.0,85.2,80.6,84.3
STU3512,Male,High School,Standard,Not Completed,2.5,95.6,Yes,6.6,71.1,70.3,62.0,67.8
STU3513,Female,Associate's Degree,Free/Reduced,Not Completed,3.5,60.5,No,6.1,54.4,63.4,57.8,58.5
STU3514,Female,Associate's Degree,Free/Reduced,Not Completed,17.4,80.0,No,6.7,85.6,80.3,76.9,80.9
STU3515,Male,Associate's Degree,Standard,Not Completed,7.6,96.4,No,7.4,71.2,84.7,75.0,77.0
STU3516,Female,High School,Standard,Completed,5.4,73.1,Yes,6.9,73.1,71.3,77.2,73.9
STU3517,Female,Bachelor's Degree,Standard,Completed,11.9,90.7,No,8.0,84.1,91.8,89.7,88.5
STU3518,Female,High School,Standard,Completed,8.8,56.1,No,6.6,75.5,78.4,70.5,74.8
STU3519,Female,High School,Standard,Completed,14.5,63.2,Yes,7.7,89.4,89.7,92.4,90.5
STU3520,Female,Bachelor's Degree,Free/Reduced,Completed,9.1,86.0,Yes,8.3,89.9,100.0,89.8,93.2
STU3521,Male,Master's Degree,Free/Reduced,Not Completed,9.2,68.2,Yes,7.3,69.2,70.9,67.5,69.2
STU3522,Female,Bachelor's Degree,Standard,Completed,14.2,79.2,No,7.0,95.7,97.7,87.5,93.6
STU3523,Male,Bachelor's Degree,Standard,Completed,7.6,80.9,Yes,7.5,100.0,95.2,98.8,98.0
STU3524,Female,Bachelor's Degree,Free/Reduced,Completed,4.4,96.8,No,7.4,72.9,90.2,90.1,84.4
STU3525,Male,Associate's Degree,Free/Reduced,Completed,12.3,77.7,Yes,8.2,92.7,95.3,82.0,90.0
STU3526,Male,High School,Free/Reduced,Not Completed,6.7,80.7,No,8.0,73.8,79.4,74.0,75.7
STU3527,Female,Associate's Degree,Standard,Not Completed,9.5,89.1,Yes,8.0,77.8,92.1,84.4,84.8
STU3528,Female,Associate's Degree,Standard,Not Completed,1.7,76.4,No,7.1,65.9,69.6,67.2,67.6
STU3529,Female,High School,Standard,Not Completed,7.4,87.0,No,7.4,73.1,74.5,78.7,75.4
STU3530,Male,Bachelor's Degree,Standard,Completed,5.7,97.0,Yes,7.4,96.0,92.6,93.5,94.0
STU3531,Female,Associate's Degree,Standard,Not Completed,1.6,68.0,No,5.6,64.0,63.6,55.5,61.0
STU3532,Male,High School,Standard,Completed,7.5,83.6,Yes,8.3,80.4,86.7,74.0,80.4
STU3533,Male,High School,Free/Reduced,Completed,7.7,70.9,No,5.0,65.9,83.6,81.5,77.0
STU3534,Male,Bachelor's Degree,Standard,Completed,9.9,49.0,No,7.9,81.1,93.8,86.1,87.0
STU3535,Female,High School,Standard,Completed,15.1,75.9,Yes,7.3,84.5,94.9,97.3,92.2
STU3536,Female,Bachelor's Degree,Standard,Completed,13.8,93.1,Yes,6.7,100.0,97.0,97.4,98.1
STU3537,Male,Associate's Degree,Standard,Completed,6.0,84.8,Yes,7.5,83.1,79.3,81.3,81.2
STU3538,Male,Associate's Degree,Standard,Not Completed,8.9,59.4,No,7.5,78.6,81.2,76.3,78.7
STU3539,Female,Associate's Degree,Standard,Completed,10.8,92.3,No,5.4,85.8,83.8,82.0,83.9
STU3540,Male,Bachelor's Degree,Free/Reduced,Completed,6.1,94.9,No,8.7,80.1,84.9,75.8,80.3
STU3541,Female,High School,Standard,Not Completed,2.7,75.8,Yes,7.1,65.4,67.4,63.8,65.5
STU3542,Male,Bachelor's Degree,Standard,Completed,7.0,61.5,Yes,9.8,89.8,100.0,82.9,90.9
STU3543,Female,Associate's Degree,Standard,Completed,15.5,73.2,No,7.9,89.0,100.0,94.4,94.5
STU3544,Male,High School,Free/Reduced,Not Completed,2.6,90.0,Yes,7.1,55.0,61.2,53.1,56.4
STU3545,Female,Bachelor's Degree,Free/Reduced,Completed,4.1,73.3,No,6.2,76.4,78.8,60.4,71.9
STU3546,Male,Bachelor's Degree,Free/Reduced,Completed,4.7,88.8,Yes,6.9,76.1,73.7,72.7,74.2
STU3547,Female,Bachelor's Degree,Standard,Not Completed,4.1,92.9,Yes,7.2,67.5,66.9,70.4,68.3
STU3548,Female,Bachelor's Degree,Standard,Completed,12.0,89.3,No,8.8,91.2,92.8,100.0,94.7
STU3549,Male,Bachelor's Degree,Standard,Not Completed,5.3,84.6,No,8.5,77.3,81.7,75.2,78.1
STU3550,Male,Bachelor's Degree,Standard,Not Completed,12.1,89.1,No,7.5,100.0,100.0,100.0,100.0
STU3551,Female,Bachelor's Degree,Free/Reduced,Completed,8.2,59.5,Yes,9.1,82.2,82.4,74.3,79.6
STU3552,Male,Bachelor's Degree,Standard,Not Completed,2.1,60.7,Yes,4.6,61.8,45.5,57.8,55.0
STU3553,Female,Bachelor's Degree,Free/Reduced,Not Completed,6.2,77.3,No,7.6,65.5,74.7,73.4,71.2
STU3554,Male,Associate's Degree,Free/Reduced,Completed,14.0,82.8,No,8.5,85.2,82.5,93.2,87.0
STU3555,Female,Bachelor's Degree,Standard,Not Completed,8.8,83.2,No,7.7,83.4,85.9,79.2,82.8
STU3556,Female,High School,Free/Reduced,Completed,6.5,89.1,Yes,5.4,77.8,88.3,74.4,80.2
STU3557,Female,Bachelor's Degree,Standard,Not Completed,15.6,82.2,No,8.7,100.0,100.0,100.0,100.0
STU3558,Female,Bachelor's Degree,Standard,Completed,3.8,58.8,No,7.9,63.4,76.3,69.0,69.6
STU3559,Female,High School,Standard,Not Completed,5.4,89.4,No,7.4,74.8,72.1,71.7,72.9
STU3560,Female,Bachelor's Degree,Standard,Completed,13.3,78.2,No,7.1,85.8,96.4,90.3,90.8
STU3561,Male,High School,Standard,Not Completed,11.8,76.4,Yes,9.4,76.9,84.9,85.9,82.6
STU3562,Male,High School,Standard,Completed,3.6,55.4,No,7.5,93.4,86.6,85.8,88.6
STU3563,Male,Bachelor's Degree,Standard,Not Completed,10.5,68.0,No,6.7,97.0,100.0,81.5,92.8
STU3564,Female,High School,Standard,Not Completed,5.2,72.1,No,6.0,58.9,58.1,60.8,59.3
STU3565,Female,Bachelor's Degree,Standard,Not Completed,1.6,62.9,No,7.9,75.5,83.6,67.5,75.5
STU3566,Female,Bachelor's Degree,Standard,Not Completed,6.5,63.0,No,8.2,50.9,64.9,68.7,61.5
STU3567,Female,Associate's Degree,Standard,Not Completed,21.8,89.9,No,7.1,71.8,80.7,77.0,76.5
STU3568,Male,High School,Standard,Not Completed,14.1,85.1,Yes,6.3,77.5,79.6,75.3,77.5
STU3569,Male,High School,Free/Reduced,Not Completed,7.8,72.6,Yes,8.6,75.7,76.8,72.2,74.9
STU3570,Female,Associate's Degree,Free/Reduced,Completed,2.5,72.1,Yes,5.9,71.3,69.8,71.9,71.0
STU3571,Male,Master's Degree,Free/Reduced,Not Completed,1.6,87.7,Yes,9.4,91.1,97.4,92.1,93.5
STU3572,Male,Associate's Degree,Free/Reduced,Not Completed,8.2,71.0,Yes,6.1,78.6,77.6,80.7,79.0
STU3573,Female,High School,Standard,Not Completed,10.1,82.5,Yes,5.5,76.0,73.3,74.0,74.4
STU3574,Male,Associate's Degree,Free/Reduced,Not Completed,12.0,91.5,Yes,5.6,82.2,82.4,84.9,83.2
STU3575,Female,Associate's Degree,Standard,Completed,11.3,95.1,Yes,5.7,86.6,84.6,87.4,86.2
STU3576,Male,Bachelor's Degree,Standard,Completed,11.8,69.4,Yes,6.7,98.0,100.0,97.1,98.4
STU3577,Female,High School,Free/Reduced,Not Completed,9.4,75.4,Yes,6.4,75.0,79.7,76.7,77.1
STU3578,Female,Bachelor's Degree,Standard,Not Completed,15.4,88.4,No,8.2,76.3,86.6,88.6,83.8
STU3579,Female,Associate's Degree,Free/Reduced,Not Completed,5.7,89.7,No,8.1,82.9,87.5,72.9,81.1
STU3580,Female,Master's Degree,Free/Reduced,Not Completed,8.2,80.9,Yes,6.7,99.7,99.2,98.2,99.0
STU3581,Male,High School,Free/Reduced,Not Completed,2.1,53.9,No,10.0,56.0,67.9,58.7,60.9
STU3582,Female,Associate's Degree,Free/Reduced,Completed,5.6,78.3,No,6.7,81.7,75.3,77.3,78.1
STU3583,Female,Master's Degree,Standard,Not Completed,13.9,71.5,Yes,6.9,100.0,100.0,100.0,100.0
STU3584,Female,High School,Standard,Not Completed,11.6,90.4,No,5.5,96.3,83.2,90.1,89.9
STU3585,Male,Master's Degree,Standard,Completed,1.1,95.5,No,6.9,90.0,86.2,83.9,86.7
STU3586,Female,Bachelor's Degree,Standard,Not Completed,22.8,77.2,No,7.4,99.4,100.0,100.0,99.8
STU3587,Male,High School,Standard,Not Completed,8.8,75.2,Yes,5.6,79.1,78.0,77.5,78.2
STU3588,Female,High School,Free/Reduced,Completed,8.9,82.6,No,6.4,77.3,75.6,76.8,76.6
STU3589,Male,Bachelor's Degree,Free/Reduced,Completed,5.4,90.1,Yes,7.4,83.0,85.7,84.1,84.3
STU3590,Male,High School,Standard,Not Completed,6.2,77.9,No,6.4,82.7,79.2,78.1,80.0
STU3591,Female,Associate's Degree,Standard,Completed,8.7,93.8,No,6.1,91.7,97.2,100.0,96.3
STU3592,Male,High School,Standard,Not Completed,11.2,67.8,No,7.9,88.3,90.3,88.3,89.0
STU3593,Female,Associate's Degree,Standard,Not Completed,9.7,82.4,No,5.5,73.2,73.5,69.7,72.1
STU3594,Female,High School,Free/Reduced,Not Completed,5.7,93.3,Yes,5.7,54.4,60.4,47.2,54.0
STU3595,Female,Bachelor's Degree,Standard,Not Completed,4.3,79.5,No,7.2,87.7,75.0,82.5,81.7
STU3596,Male,Master's Degree,Standard,Completed,4.1,80.1,No,8.0,83.2,84.1,74.6,80.6
STU3597,Male,Master's Degree,Standard,Not Completed,14.5,64.5,Yes,7.4,91.5,93.6,89.8,91.6
STU3598,Female,Bachelor's Degree,Standard,Completed,13.6,91.0,No,6.7,96.7,98.8,96.0,97.2
STU3599,Female,High School,Standard,Not Completed,10.6,89.1,Yes,6.6,86.1,68.5,78.3,77.6
STU3600,Male,Bachelor's Degree,Standard,Completed,14.5,76.0,Yes,8.2,78.6,79.4,84.9,81.0
STU3601,Female,High School,Standard,Not Completed,7.4,98.8,No,8.0,72.9,90.7,79.6,81.1
STU3602,Female,High School,Standard,Completed,12.9,86.7,Yes,7.1,98.4,88.1,99.3,95.3
STU3603,Female,High School,Standard,Completed,11.0,79.8,No,6.7,84.3,92.0,89.3,88.5
STU3604,Male,Associate's Degree,Free/Reduced,Completed,13.1,82.6,Yes,7.0,94.6,95.1,94.3,94.7
STU3605,Male,Bachelor's Degree,Standard,Completed,3.9,86.7,Yes,6.1,87.4,75.8,74.4,79.2
STU3606,Male,Bachelor's Degree,Standard,Not Completed,0.9,74.3,No,6.8,77.1,74.3,68.2,73.2
STU3607,Female,Associate's Degree,Standard,Completed,9.4,63.1,Yes,6.4,100.0,100.0,93.1,97.7
STU3608,Female,High School,Free/Reduced,Not Completed,6.4,90.5,No,6.9,70.5,89.3,61.4,73.7
STU3609,Female,Master's Degree,Standard,Not Completed,1.3,80.4,No,6.5,88.4,92.4,89.3,90.0
STU3610,Male,Associate's Degree,Free/Reduced,Not Completed,15.9,70.2,No,7.6,72.8,84.7,87.6,81.7
STU3611,Female,Associate's Degree,Standard,Completed,13.6,78.6,No,8.0,87.2,79.5,89.6,85.4
STU3612,Female,High School,Standard,Completed,9.8,65.5,No,6.5,78.2,83.1,86.7,82.7
STU3613,Female,Bachelor's Degree,Standard,Not Completed,4.5,91.5,Yes,6.0,80.3,76.4,92.4,83.0
STU3614,Female,Bachelor's Degree,Standard,Completed,2.1,92.6,No,7.9,98.3,90.8,96.4,95.2
STU3615,Male,High School,Free/Reduced,Completed,1.3,88.5,Yes,7.2,74.2,76.1,73.1,74.5
STU3616,Male,High School,Standard,Not Completed,5.6,72.0,No,6.6,70.4,74.9,74.2,73.2
STU3617,Female,Bachelor's Degree,Standard,Not Completed,11.9,76.8,No,8.7,100.0,100.0,95.3,98.4
STU3618,Male,Bachelor's Degree,Standard,Not Completed,6.4,90.5,No,6.3,81.2,83.4,78.2,80.9
STU3619,Male,High School,Standard,Completed,10.7,88.7,No,4.6,71.7,64.8,63.1,66.5
STU3620,Female,Master's Degree,Standard,Not Completed,11.0,72.1,No,6.2,95.1,96.8,88.1,93.3
STU3621,Female,High School,Standard,Completed,11.8,66.4,No,8.9,76.8,88.3,89.8,85.0
STU3622,Male,Associate's Degree,Free/Reduced,Completed,1.8,87.2,No,6.6,90.6,80.4,83.7,84.9
STU3623,Female,Master's Degree,Standard,Not Completed,4.8,75.9,Yes,6.4,72.4,65.7,72.9,70.3
STU3624,Male,Associate's Degree,Standard,Completed,10.6,86.8,Yes,7.0,83.4,86.5,86.7,85.5
STU3625,Female,Associate's Degree,Free/Reduced,Completed,17.8,91.4,No,8.2,94.6,82.6,87.5,88.2
STU3626,Male,Associate's Degree,Standard,Completed,15.1,70.2,No,6.9,100.0,97.0,100.0,99.0
STU3627,Female,High School,Free/Reduced,Not Completed,9.5,91.9,Yes,7.7,77.6,86.1,81.6,81.8
STU3628,Male,Master's Degree,Standard,Not Completed,16.0,43.8,Yes,6.8,85.7,95.0,89.8,90.2
STU3629,Male,Associate's Degree,Free/Reduced,Not Completed,9.5,81.1,Yes,7.7,81.6,81.4,71.7,78.2
STU3630,Male,Bachelor's Degree,Standard,Not Completed,2.6,88.5,No,7.2,63.2,75.3,73.5,70.7
STU3631,Female,High School,Free/Reduced,Completed,11.7,72.6,No,6.5,88.8,86.6,91.8,89.1
STU3632,Male,High School,Free/Reduced,Not Completed,15.3,74.9,Yes,7.3,89.3,92.8,86.4,89.5
STU3633,Male,High School,Standard,Completed,20.9,94.2,Yes,6.3,100.0,100.0,100.0,100.0
STU3634,Female,Bachelor's Degree,Free/Reduced,Completed,5.5,66.5,Yes,5.3,89.5,82.3,86.2,86.0
STU3635,Female,Associate's Degree,Standard,Not Completed,3.6,82.5,Yes,7.0,80.3,81.9,76.3,79.5
STU3636,Male,Bachelor's Degree,Standard,Not Completed,12.9,67.7,Yes,5.5,84.6,89.8,82.4,85.6
STU3637,Male,Associate's Degree,Standard,Completed,10.2,82.4,No,7.7,91.3,83.1,81.8,85.4
STU3638,Female,Master's Degree,Standard,Completed,9.7,77.8,No,7.0,100.0,100.0,100.0,100.0
STU3639,Female,High School,Standard,Completed,16.1,97.1,Yes,8.7,95.9,99.0,93.2,96.0
STU3640,Female,Bachelor's Degree,Standard,Completed,12.9,74.6,Yes,6.6,93.6,87.3,74.5,85.1
STU3641,Female,Bachelor's Degree,Standard,Not Completed,10.8,63.9,Yes,7.0,82.7,88.8,82.8,84.8
STU3642,Female,Bachelor's Degree,Free/Reduced,Not Completed,5.9,86.6,No,5.2,72.9,68.0,75.7,72.2
STU3643,Male,Bachelor's Degree,Free/Reduced,Not Completed,12.3,81.0,Yes,5.7,75.7,73.9,70.8,73.5
STU3644,Female,Bachelor's Degree,Standard,Not Completed,3.5,76.6,Yes,5.0,68.9,77.0,80.6,75.5
STU3645,Male,Associate's Degree,Standard,Completed,9.5,75.6,Yes,8.3,86.0,90.9,89.3,88.7
STU3646,Male,High School,Standard,Not Completed,7.8,84.3,No,6.4,84.1,78.4,76.7,79.7
STU3647,Male,High School,Standard,Not Completed,2.5,71.7,No,8.6,67.8,75.6,65.9,69.8
STU3648,Female,Master's Degree,Standard,Not Completed,10.2,87.7,No,4.0,84.7,82.3,86.4,84.5
STU3649,Male,Associate's Degree,Standard,Not Completed,5.5,86.2,Yes,8.9,68.2,72.0,73.4,71.2
STU3650,Male,Bachelor's Degree,Standard,Not Completed,10.1,86.7,No,6.9,85.8,71.8,78.6,78.7
STU3651,Female,Associate's Degree,Free/Reduced,Completed,4.2,74.8,No,7.4,80.6,73.9,79.9,78.1
STU3652,Male,High School,Standard,Not Completed,13.0,82.4,Yes,5.7,66.9,68.6,70.5,68.7
STU3653,Male,High School,Standard,Completed,19.4,77.9,Yes,7.6,80.3,92.4,88.0,86.9
STU3654,Female,Bachelor's Degree,Standard,Completed,3.5,86.9,No,6.6,81.5,90.9,72.8,81.7
STU3655,Male,Associate's Degree,Standard,Completed,4.2,46.8,Yes,5.6,66.8,79.3,70.3,72.1
STU3656,Male,High School,Standard,Completed,3.0,81.9,Yes,5.6,85.9,72.5,80.0,79.5
STU3657,Male,Associate's Degree,Standard,Not Completed,7.0,77.8,No,5.5,73.4,71.0,74.6,73.0
STU3658,Female,High School,Standard,Not Completed,10.0,69.7,No,7.5,88.0,80.1,82.4,83.5
STU3659,Female,Associate's Degree,Standard,Not Completed,11.9,93.7,Yes,6.2,88.2,79.2,89.6,85.7
STU3660,Female,High School,Free/Reduced,Not Completed,9.4,73.4,No,5.0,67.7,71.0,76.9,71.9
STU3661,Male,Bachelor's Degree,Free/Reduced,Not Completed,11.7,76.8,No,7.4,91.6,99.1,88.5,93.1
STU3662,Male,High School,Standard,Completed,7.7,77.4,Yes,4.4,87.1,79.8,90.6,85.8
STU3663,Female,Associate's Degree,Standard,Completed,5.4,87.5,No,8.6,87.2,91.5,93.0,90.6
STU3664,Male,High School,Standard,Not Completed,4.2,87.8,Yes,9.4,76.1,73.6,65.1,71.6
STU3665,Male,High School,Standard,Not Completed,7.2,76.7,Yes,5.4,66.7,76.3,68.2,70.4
STU3666,Female,Associate's Degree,Standard,Not Completed,4.3,80.2,No,8.3,79.6,80.6,78.3,79.5
STU3667,Female,Associate's Degree,Standard,Completed,9.8,94.0,Yes,7.4,83.0,88.6,75.7,82.4
STU3668,Male,Associate's Degree,Standard,Completed,4.4,85.6,Yes,6.4,62.7,64.5,61.2,62.8
STU3669,Male,High School,Standard,Not Completed,5.8,77.5,Yes,6.5,72.8,73.3,78.0,74.7
STU3670,Male,Bachelor's Degree,Standard,Completed,14.5,80.2,No,7.8,100.0,100.0,99.8,99.9
STU3671,Female,Bachelor's Degree,Free/Reduced,Completed,15.3,85.8,No,7.0,82.4,90.6,86.8,86.6
STU3672,Female,Bachelor's Degree,Free/Reduced,Not Completed,15.0,71.6,Yes,4.0,73.4,87.0,77.5,79.3
STU3673,Female,High School,Free/Reduced,Completed,7.7,76.4,No,9.5,71.9,69.5,84.9,75.4
STU3674,Female,Associate's Degree,Standard,Not Completed,5.6,54.3,Yes,7.5,55.8,63.0,51.6,56.8
STU3675,Male,High School,Free/Reduced,Completed,10.7,74.5,No,6.9,84.9,73.1,74.0,77.3
STU3676,Female,High School,Standard,Completed,4.4,95.6,Yes,6.1,67.7,77.0,69.1,71.3
STU3677,Female,Master's Degree,Free/Reduced,Completed,12.2,63.6,No,6.8,91.9,91.7,91.7,91.8
STU3678,Female,High School,Standard,Not Completed,5.3,29.7,No,8.5,51.7,63.8,46.8,54.1
STU3679,Female,Associate's Degree,Free/Reduced,Completed,7.0,62.2,No,7.3,61.6,64.0,70.0,65.2
STU3680,Female,Associate's Degree,Standard,Not Completed,12.4,65.2,Yes,7.5,65.4,77.7,71.5,71.5
STU3681,Male,Bachelor's Degree,Free/Reduced,Completed,2.0,79.2,No,5.5,80.6,76.5,74.6,77.2
STU3682,Male,Associate's Degree,Free/Reduced,Not Completed,5.4,57.2,Yes,6.6,65.0,62.1,58.5,61.9
STU3683,Female,High School,Standard,Completed,10.0,62.9,No,7.1,76.3,75.8,71.3,74.5
STU3684,Male,High School,Standard,Not Completed,11.2,89.4,Yes,7.8,88.7,94.1,82.1,88.3
STU3685,Female,Associate's Degree,Free/Reduced,Not Completed,10.2,88.7,Yes,6.5,80.6,79.6,76.9,79.0
STU3686,Female,High School,Standard,Not Completed,6.9,74.5,Yes,8.1,56.7,58.9,41.9,52.5
STU3687,Male,Associate's Degree,Free/Reduced,Completed,13.1,58.7,Yes,5.6,99.6,86.3,79.1,88.3
STU3688,Male,High School,Standard,Completed,4.1,84.4,No,7.1,76.2,75.4,79.3,77.0
STU3689,Female,High School,Standard,Completed,4.0,92.6,No,6.9,95.5,85.6,90.6,90.6
STU3690,Female,Associate's Degree,Standard,Not Completed,9.9,93.1,No,5.2,82.3,78.7,93.2,84.7
STU3691,Female,High School,Standard,Not Completed,3.8,80.1,No,6.9,85.6,89.1,87.4,87.4
STU3692,Male,Associate's Degree,Free/Reduced,Not Completed,19.7,87.7,No,6.3,91.5,84.5,85.1,87.0
STU3693,Female,Bachelor's Degree,Standard,Completed,5.5,72.4,Yes,8.7,46.9,75.7,52.0,58.2
STU3694,Female,Bachelor's Degree,Standard,Completed,12.9,71.4,Yes,6.5,85.1,79.4,88.1,84.2
STU3695,Female,High School,Standard,Completed,3.4,89.3,Yes,7.4,78.5,85.0,73.6,79.0
STU3696,Male,High School,Standard,Not Completed,17.4,88.0,Yes,5.5,97.7,87.7,82.1,89.2
STU3697,Female,High School,Free/Reduced,Not Completed,8.1,77.4,Yes,7.3,69.5,69.9,74.6,71.3
STU3698,Female,Associate's Degree,Free/Reduced,Not Completed,5.4,61.8,Yes,6.5,61.2,62.5,61.9,61.9
STU3699,Male,Bachelor's Degree,Standard,Completed,6.6,87.8,Yes,6.1,87.7,93.3,82.3,87.8
STU3700,Female,High School,Free/Reduced,Not Completed,4.9,87.7,Yes,10.0,62.9,75.5,59.9,66.1
STU3701,Female,Master's Degree,Free/Reduced,Not Completed,7.0,89.4,No,6.6,78.5,82.2,81.4,80.7
STU3702,Male,High School,Standard,Completed,3.5,48.4,Yes,6.7,80.2,79.8,76.8,78.9
STU3703,Female,Associate's Degree,Free/Reduced,Not Completed,5.5,97.7,No,8.1,65.6,71.6,82.8,73.3
STU3704,Male,Bachelor's Degree,Standard,Not Completed,12.8,90.1,No,6.1,89.7,89.2,74.7,84.5
STU3705,Male,Bachelor's Degree,Standard,Not Completed,9.1,86.8,No,7.5,72.3,80.8,76.4,76.5
STU3706,Female,Bachelor's Degree,Free/Reduced,Not Completed,4.1,90.8,Yes,7.6,92.3,76.4,89.4,86.0
STU3707,Female,Bachelor's Degree,Standard,Completed,7.1,90.3,Yes,7.3,100.0,100.0,100.0,100.0
STU3708,Female,High School,Free/Reduced,Completed,15.4,91.7,Yes,9.8,96.1,100.0,94.7,96.9
STU3709,Female,Bachelor's Degree,Free/Reduced,Not Completed,6.0,69.0,Yes,6.0,77.7,88.1,74.1,80.0
STU3710,Male,High School,Standard,Completed,3.8,95.3,Yes,8.8,68.1,68.7,65.0,67.3
STU3711,Female,Bachelor's Degree,Free/Reduced,Not Completed,11.0,87.0,No,7.6,67.5,73.4,65.5,68.8
STU3712,Male,Associate's Degree,Standard,Not Completed,1.4,78.3,No,8.1,66.9,66.8,66.7,66.8
STU3713,Female,Bachelor's Degree,Standard,Not Completed,6.7,78.3,No,7.4,79.9,85.2,85.4,83.5
STU3714,Female,Associate's Degree,Standard,Not Completed,16.1,93.2,Yes,9.3,95.5,96.0,88.1,93.2
STU3715,Female,Associate's Degree,Free/Reduced,Completed,7.0,74.6,Yes,6.6,83.0,76.3,85.9,81.7
STU3716,Male,Associate's Degree,Standard,Completed,13.5,86.0,No,7.6,82.1,85.9,80.7,82.9
STU3717,Female,Bachelor's Degree,Standard,Completed,3.8,87.1,Yes,8.6,97.0,100.0,97.6,98.2
STU3718,Female,High School,Free/Reduced,Not Completed,6.8,78.4,No,6.3,77.2,89.6,81.1,82.6
STU3719,Female,High School,Free/Reduced,Completed,6.4,92.5,No,8.2,75.0,69.8,68.5,71.1
STU3720,Female,High School,Free/Reduced,Completed,10.6,96.5,Yes,7.0,84.2,73.0,71.1,76.1
STU3721,Male,High School,Standard,Not Completed,8.3,78.4,Yes,5.5,70.2,78.4,74.0,74.2
STU3722,Female,Bachelor's Degree,Standard,Not Completed,17.3,90.7,No,5.3,100.0,98.5,100.0,99.5
STU3723,Male,High School,Standard,Completed,5.7,85.6,Yes,6.9,85.1,84.4,62.3,77.3
STU3724,Male,Master's Degree,Free/Reduced,Completed,8.3,82.8,Yes,8.2,95.3,82.4,92.3,90.0
STU3725,Male,High School,Standard,Not Completed,6.6,99.2,Yes,4.5,70.8,76.3,59.1,68.7
STU3726,Male,High School,Standard,Completed,7.9,91.2,Yes,7.2,80.2,85.2,81.1,82.2
STU3727,Male,Bachelor's Degree,Free/Reduced,Completed,7.5,67.7,No,8.1,98.6,91.0,76.5,88.7
STU3728,Male,Bachelor's Degree,Standard,Completed,4.4,93.5,No,5.5,88.4,84.3,92.5,88.4
STU3729,Female,Associate's Degree,Free/Reduced,Not Completed,12.4,82.0,Yes,6.2,87.1,87.8,87.1,87.3
STU3730,Male,Associate's Degree,Free/Reduced,Completed,5.2,83.9,No,7.7,61.4,68.3,62.4,64.0
STU3731,Male,Bachelor's Degree,Free/Reduced,Not Completed,4.9,77.2,No,8.0,91.3,96.8,97.2,95.1
STU3732,Male,High School,Standard,Not Completed,2.6,71.2,No,8.9,45.8,63.3,56.5,55.2
STU3733,Female,Master's Degree,Standard,Not Completed,5.6,79.9,No,6.3,87.2,85.8,83.1,85.4
STU3734,Female,Master's Degree,Free/Reduced,Completed,5.1,82.1,Yes,6.0,87.7,76.4,83.7,82.6
STU3735,Male,Bachelor's Degree,Free/Reduced,Not Completed,1.6,94.9,Yes,9.0,72.6,80.0,68.5,73.7
STU3736,Female,High School,Free/Reduced,Not Completed,6.9,90.6,No,6.1,74.7,74.2,72.3,73.7
STU3737,Male,Bachelor's Degree,Standard,Not Completed,16.9,62.4,No,7.6,87.9,85.6,89.5,87.7
STU3738,Male,High School,Free/Reduced,Not Completed,2.9,78.9,No,9.6,66.1,61.7,60.8,62.9
STU3739,Female,High School,Free/Reduced,Not Completed,7.8,85.0,No,7.9,60.0,65.8,53.9,59.9
STU3740,Male,High School,Free/Reduced,Not Completed,6.8,68.6,No,7.9,82.8,73.8,79.6,78.7
